GlyTouCanAccession,GlycomeDBID,GlycOID,Enzyme:RefSeqAccession,Enzyme:GeneID,Enzyme:GeneName,Enzyme:Description,Enzyme:TaxonomyID,Enzyme:Organism
G35565NM,10462,GOG247,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G35565NM,10462,GOG247,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G35565NM,10462,GOG247,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G35565NM,10462,GOG247,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G35565NM,10462,GOG247,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G35565NM,10462,GOG247,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G35565NM,10462,GOG247,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G35565NM,10462,GOG247,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G35565NM,10462,GOG247,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G35565NM,10462,GOG247,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G24148BE,38173,GOG680,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G24148BE,38173,GOG680,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G24148BE,38173,GOG680,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G24148BE,38173,GOG680,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G24148BE,38173,GOG680,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G24148BE,38173,GOG680,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G24148BE,38173,GOG680,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G24148BE,38173,GOG680,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G24148BE,38173,GOG680,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G24148BE,38173,GOG680,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G24148BE,38173,GOG680,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G24148BE,38173,GOG680,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G24148BE,38173,GOG680,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G60358PW,14685,GOG113,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G60358PW,14685,GOG113,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G60358PW,14685,GOG113,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G60358PW,14685,GOG113,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G60358PW,14685,GOG113,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G60358PW,14685,GOG113,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G60358PW,14685,GOG113,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G79803HS,13558,GOG338,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G79803HS,13558,GOG338,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G79803HS,13558,GOG338,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G79803HS,13558,GOG338,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G79803HS,13558,GOG338,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G79803HS,13558,GOG338,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G79803HS,13558,GOG338,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G02471GW,38377,GOG886,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G02471GW,38377,GOG886,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G02471GW,38377,GOG886,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G02471GW,38377,GOG886,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G02471GW,38377,GOG886,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G02471GW,38377,GOG886,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G02471GW,38377,GOG886,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G02471GW,38377,GOG886,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G02471GW,38377,GOG886,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G02471GW,38377,GOG886,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G02471GW,38377,GOG886,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G02471GW,38377,GOG886,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G02471GW,38377,GOG886,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G96192TD,38094,GOG601,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G96192TD,38094,GOG601,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G96192TD,38094,GOG601,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G96192TD,38094,GOG601,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G96192TD,38094,GOG601,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G96192TD,38094,GOG601,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G96192TD,38094,GOG601,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G96192TD,38094,GOG601,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G96192TD,38094,GOG601,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G96192TD,38094,GOG601,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G96192TD,38094,GOG601,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G96192TD,38094,GOG601,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G41472VF,38179,GOG686,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G41472VF,38179,GOG686,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G41472VF,38179,GOG686,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G41472VF,38179,GOG686,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G41472VF,38179,GOG686,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G41472VF,38179,GOG686,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G41472VF,38179,GOG686,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G41472VF,38179,GOG686,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G07483YN,2619,GOG174,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G07483YN,2619,GOG174,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G07483YN,2619,GOG174,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G07483YN,2619,GOG174,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G07483YN,2619,GOG174,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G07483YN,2619,GOG174,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G07483YN,2619,GOG174,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G75398ZA,14644,GOG109,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G75398ZA,14644,GOG109,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G75398ZA,14644,GOG109,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G75398ZA,14644,GOG109,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G75398ZA,14644,GOG109,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G75398ZA,14644,GOG109,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G75398ZA,14644,GOG109,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G75398ZA,14644,GOG109,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G75398ZA,14644,GOG109,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G75398ZA,14644,GOG109,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G75398ZA,14644,GOG109,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G75398ZA,14644,GOG109,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G93375PT,38093,GOG600,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G93375PT,38093,GOG600,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G93375PT,38093,GOG600,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G93375PT,38093,GOG600,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G93375PT,38093,GOG600,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G93375PT,38093,GOG600,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G93375PT,38093,GOG600,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G93375PT,38093,GOG600,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G93375PT,38093,GOG600,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G93375PT,38093,GOG600,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G93375PT,38093,GOG600,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G93375PT,38093,GOG600,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G93375PT,38093,GOG600,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G36223VW,14503,GOG549,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G36223VW,14503,GOG549,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G36223VW,14503,GOG549,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G36223VW,14503,GOG549,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G36223VW,14503,GOG549,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G36223VW,14503,GOG549,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G36223VW,14503,GOG549,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G36223VW,14503,GOG549,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G63838JW,4534,GOG63,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G63838JW,4534,GOG63,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G63838JW,4534,GOG63,NM_145939,208624,Alg3,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G63838JW,4534,GOG63,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G63838JW,4534,GOG63,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G63838JW,4534,GOG63,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G63838JW,4534,GOG63,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G49426WD,24297,GOG580,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G49426WD,24297,GOG580,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G49426WD,24297,GOG580,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G49426WD,24297,GOG580,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G49426WD,24297,GOG580,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G49426WD,24297,GOG580,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G49426WD,24297,GOG580,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G49426WD,24297,GOG580,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G49426WD,24297,GOG580,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G49426WD,24297,GOG580,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G49426WD,24297,GOG580,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G49426WD,24297,GOG580,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G85260RY,13855,GOG408,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G85260RY,13855,GOG408,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G85260RY,13855,GOG408,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G85260RY,13855,GOG408,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G85260RY,13855,GOG408,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G85260RY,13855,GOG408,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G85260RY,13855,GOG408,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G85260RY,13855,GOG408,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G85260RY,13855,GOG408,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G85260RY,13855,GOG408,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G85260RY,13855,GOG408,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G85260RY,13855,GOG408,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G85260RY,13855,GOG408,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G63065KG,13991,GOG472,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G63065KG,13991,GOG472,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G63065KG,13991,GOG472,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G63065KG,13991,GOG472,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G63065KG,13991,GOG472,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G63065KG,13991,GOG472,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G63065KG,13991,GOG472,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G63065KG,13991,GOG472,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G09150LP,13553,GOG333,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G09150LP,13553,GOG333,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G09150LP,13553,GOG333,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G09150LP,13553,GOG333,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G09150LP,13553,GOG333,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G09150LP,13553,GOG333,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G09150LP,13553,GOG333,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G09150LP,13553,GOG333,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G83542RW,38243,GOG751,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G83542RW,38243,GOG751,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G83542RW,38243,GOG751,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G83542RW,38243,GOG751,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G83542RW,38243,GOG751,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G83542RW,38243,GOG751,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G83542RW,38243,GOG751,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G83542RW,38243,GOG751,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G20815TK,1298,GOG34,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G20815TK,1298,GOG34,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G20815TK,1298,GOG34,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G20815TK,1298,GOG34,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G20815TK,1298,GOG34,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G20815TK,1298,GOG34,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G20815TK,1298,GOG34,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G20815TK,1298,GOG34,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G20815TK,1298,GOG34,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G20815TK,1298,GOG34,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G20815TK,1298,GOG34,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G20815TK,1298,GOG34,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G80264ZA,14511,GOG553,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G80264ZA,14511,GOG553,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G80264ZA,14511,GOG553,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
