UniProt Acc(canonical),status,gene_symbol,reviewed_isoforms,unreviewed_isoforms
Q96HU8-1,reviewed,DIRAS2,Q96HU8-1,A0A1B0GVC3-1
Q86XP6-1,reviewed,GKN2,Q86XP6-1,E5RHQ8-1
A0A075B6I3-1,unreviewed,IGLV11-55,,A0A075B6I3-1
Q68DI1-1,reviewed,ZNF776,Q68DI1-1,H7C4D2-1
Q9NRR8-1,reviewed,CDC42SE1,Q9NRR8-1|Q9NRR8-2,
O75689-1,reviewed,ADAP1,O75689-1|O75689-2|O75689-3,H7C4B3-1
O60404-1,reviewed,OR10H3,O60404-1,
Q8IV77-1,reviewed,CNGA4,Q8IV77-1|Q8IV77-2,B4DYQ8-1
Q8NA92-1,reviewed,THAP8,Q8NA92-1,E5RHW1-1
P10073-1,reviewed,ZSCAN22,P10073-1,
A6NEK1-1,reviewed,ARRDC5,A6NEK1-1,
P0DM63-1,reviewed,NPIPA8,P0DM63-1,H0YFN8-1
Q9H3J6-1,reviewed,C12orf65,Q9H3J6-1|Q9H3J6-2,F5GWJ6-1
Q9H6T0-1,reviewed,ESRP2,Q9H6T0-1|Q9H6T0-2,J3QKU3-1
O95235-1,reviewed,KIF20A,O95235-1|O95235-2,D6R9E4-1
P01570-1,reviewed,IFNA14,P01570-1,
Q8N0U7-1,reviewed,C1orf87,Q8N0U7-1|Q8N0U7-2|Q8N0U7-3,C9JPP7-1
A0A1B0GTR4-1,reviewed,SPRR5,A0A1B0GTR4-1,
A6NGQ2-1,reviewed,OOEP,A6NGQ2-1,F2Z364-1
Q9Y3D9-1,reviewed,MRPS23,Q9Y3D9-1,J3QLR8-1
A8MXV4-1,reviewed,NUDT19,A8MXV4-1,
Q2TB10-1,reviewed,ZNF800,Q2TB10-1,C9JLY3-1
Q969X0-1,reviewed,RILPL2,Q969X0-1,
P56134-1,reviewed,ATP5J2,P56134-1|P56134-2|P56134-3|P56134-4,C9JU26-1
Q6ZVS7-1,reviewed,HGNC:34511,Q6ZVS7-1,
P48380-1,reviewed,RFX3,P48380-1|P48380-2|P48380-3,F6UV76-1
Q8IVL6-1,reviewed,P3H3,Q8IVL6-2|Q8IVL6-1,
O95428-1,reviewed,PAPLN,O95428-1|O95428-2|O95428-5|O95428-6|O95428-3|O95428-4,B5MDP7-1
A6NKN8-1,reviewed,PCP4L1,A6NKN8-1,
Q16678-1,reviewed,CYP1B1,Q16678-1,A0A087WW26-1
Q53GL7-1,reviewed,PARP10,Q53GL7-1,E9PSE7-1
Q8IXN7-1,reviewed,RIMKLA,Q8IXN7-1,X1WI25-1
G3V2L1-1,unreviewed,ENSG00000258973,,G3V2L1-1
Q6T4P5-1,reviewed,PLPPR3,Q6T4P5-1|Q6T4P5-2|Q6T4P5-3|Q6T4P5-4,K7ELK5-1
Q6ZVT6-1,reviewed,C3orf67,Q6ZVT6-1|Q6ZVT6-2,H7C5H9-1
P48201-1,reviewed,ATP5G3,P48201-1,
Q9NXG0-1,reviewed,CNTLN,Q9NXG0-1|Q9NXG0-2|Q9NXG0-3,
B1ANY3-1,reviewed,HGNC:23678,B1ANY3-1,
Q5VW36-1,reviewed,FOCAD,Q5VW36-1,S4R3S9-1
Q02962-1,reviewed,PAX2,Q02962-1|Q02962-2|Q02962-3|Q02962-4,G3V5S4-1
Q9Y2Y8-1,reviewed,PRG3,Q9Y2Y8-1,
Q9H1E5-1,reviewed,TMX4,Q9H1E5-1,E9PIU6-1
Q2WEN9-1,reviewed,CEACAM16,Q2WEN9-1,
A0A1B0GW23-1,unreviewed,ABHD14A-ACY1,,A0A1B0GW23-1
A6NFC9-1,reviewed,HGNC:15424,A6NFC9-1,
Q7L3V2-1,reviewed,RTL10,Q7L3V2-1,C9J0V4-1
Q5SQH8-1,reviewed,C6orf136,Q5SQH8-1|Q5SQH8-2|Q5SQH8-3|Q5SQH8-4,A0A140T9G8-1
Q8N661-1,reviewed,TMEM86B,Q8N661-1,
Q9P021-1,reviewed,CRIPT,Q9P021-1,
A0A1W2PRB8-1,unreviewed,ENSG00000284057,,A0A1W2PRB8-1
Q8N446-1,reviewed,ZNF843,Q8N446-1,H3BQN5-1
Q8N1S5-1,reviewed,SLC39A11,Q8N1S5-1|Q8N1S5-2,J3QQP1-1
B4E1Z4-1,unreviewed,ENSG00000244255,,B4E1Z4-1
Q8NHP1-1,reviewed,AKR7L,Q8NHP1-1|Q8NHP1-2,
Q76N89-1,reviewed,HECW1,Q76N89-1|Q76N89-2,H7C3Q2-1
Q96NT1-1,reviewed,NAP1L5,Q96NT1-1,
Q9Y4P1-1,reviewed,ATG4B,Q9Y4P1-1|Q9Y4P1-2|Q9Y4P1-3|Q9Y4P1-4|Q9Y4P1-6,C9JIK8-1
Q86TG1-1,reviewed,TMEM150A,Q86TG1-1|Q86TG1-2,F8VVL7-1
Q13501-1,reviewed,SQSTM1,Q13501-1|Q13501-2,C9JRJ8-1
P25089-1,reviewed,FPR3,P25089-1,
P46937-1,reviewed,YAP1,P46937-3|P46937-1|P46937-2|P46937-4|P46937-5|P46937-6|P46937-7|P46937-8|P46937-9,H0YCI3-1
Q8N2G4-1,reviewed,LYPD1,Q8N2G4-1|Q8N2G4-2|Q8N2G4-3|Q8N2G4-4,F8WD77-1
A6NIR3-1,reviewed,AGAP5,A6NIR3-1,U3KQ60-1
Q8IUK8-1,reviewed,CBLN2,Q8IUK8-1,J3QS23-1
Q8IYR2-1,reviewed,SMYD4,Q8IYR2-1,I3L428-1
Q9GZX7-1,reviewed,AICDA,Q9GZX7-1|Q9GZX7-2,H0YFP1-1
P35548-1,reviewed,MSX2,P35548-1,D6RIS4-1
Q6P1M9-1,reviewed,ARMCX5,Q6P1M9-1,A0A0G2JLJ9-1
P57053-1,reviewed,H2BFS,P57053-1,
Q69YN4-1,reviewed,VIRMA,Q69YN4-1|Q69YN4-2|Q69YN4-3|Q69YN4-4,H0YBN5-1
P31431-1,reviewed,SDC4,P31431-1|P31431-2,
Q9HCD5-1,reviewed,NCOA5,Q9HCD5-1,Q5JY17-1
O95977-1,reviewed,S1PR4,O95977-1,
Q8NEV4-1,reviewed,MYO3A,Q8NEV4-1|Q8NEV4-2,F5H0U9-1
Q8N6V9-1,reviewed,TEX9,Q8N6V9-1|Q8N6V9-2,H3BS88-1
Q7Z4L9-1,reviewed,PPP1R42,Q7Z4L9-1|Q7Z4L9-2,G3V118-1
A6NMS3-1,reviewed,OR5K4,A6NMS3-1,
P05019-1,reviewed,IGF1,P05019-1|P05019-2|P05019-3|P05019-4,Q13429-1
O76094-1,reviewed,SRP72,O76094-1|O76094-2,D6RDY6-1
Q9Y2Y0-1,reviewed,ARL2BP,Q9Y2Y0-1|Q9Y2Y0-2,H3BU49-1
Q14692-1,reviewed,BMS1,Q14692-1,
O76038-1,reviewed,SCGN,O76038-1,Q96P10-1
Q8NGD5-1,reviewed,OR4K14,Q8NGD5-1,
P0DMU5-1,reviewed,FAM231C,P0DMU5-1,
Q6GTX8-1,reviewed,LAIR1,Q6GTX8-1|Q6GTX8-2|Q6GTX8-3|Q6GTX8-4,D3YTC8-1
P08865-1,reviewed,RPSA,P08865-1,A0A0C4DG17-1
Q8N4L4-1,reviewed,SPEM1,Q8N4L4-1,
O43189-1,reviewed,PHF1,O43189-1|O43189-2,E9PQZ5-1
P29373-1,reviewed,CRABP2,P29373-1,Q5SYZ4-1
Q9H4B6-1,reviewed,SAV1,Q9H4B6-1,G3V453-1
V9GYN2-1,unreviewed,ENSG00000272896,,V9GYN2-1
Q96I45-1,reviewed,TMEM141,Q96I45-1,
B3KWA1-1,unreviewed,ENSG00000241489,,B3KWA1-1
A0A075B6Y5-1,unreviewed,TRAJ47,,A0A075B6Y5-1
Q96BY2-1,reviewed,MOAP1,Q96BY2-1,
Q9UNN8-1,reviewed,PROCR,Q9UNN8-1,A0A0U1RQQ4-1
Q7RTV2-1,reviewed,GSTA5,Q7RTV2-1,
Q92887-1,reviewed,ABCC2,Q92887-1,Q5TCZ5-1
P05546-1,reviewed,SERPIND1,P05546-1,
Q9Y5U2-1,reviewed,TSSC4,Q9Y5U2-1|Q9Y5U2-2,C9JHT9-1
P13569-1,reviewed,CFTR,P13569-1|P13569-2|P13569-3,H0Y8A9-1
Q9BQL6-1,reviewed,FERMT1,Q9BQL6-1|Q9BQL6-2|Q9BQL6-3|Q9BQL6-4,G3V1L6-1
H3BNZ9-1,unreviewed,ENSG00000261130,,H3BNZ9-1
Q8IW92-1,reviewed,GLB1L2,Q8IW92-1,
Q92619-1,reviewed,ARHGAP45,Q92619-1|Q92619-2,K7ES98-1
Q9H741-1,reviewed,C12orf49,Q9H741-1,H0YHS8-1
P36897-1,reviewed,TGFBR1,P36897-1|P36897-2|P36897-3,F8VVC4-1
Q8NGN2-1,reviewed,OR10S1,Q8NGN2-1,A0A286YF54-1
Q9BYD5-1,reviewed,CNFN,Q9BYD5-1,
Q15833-1,reviewed,STXBP2,Q15833-1|Q15833-2|Q15833-3,M0QZ54-1
P15814-1,reviewed,IGLL1,P15814-1|P15814-2,C9JEE0-1
Q9BYJ0-1,reviewed,FGFBP2,Q9BYJ0-1,
P55786-1,reviewed,NPEPPS,P55786-1|P55786-2,E9PJ74-1
O43149-1,reviewed,ZZEF1,O43149-1|O43149-2|O43149-3,I3L1Q8-1
O95925-1,reviewed,EPPIN,O95925-1|O95925-2|O95925-3,B7ZBA9-1
Q99595-1,reviewed,TIMM17A,Q99595-1,
H0YIM9-1,unreviewed,CHURC1-FNTB,,H0YIM9-1
Q9C0J8-1,reviewed,WDR33,Q9C0J8-1|Q9C0J8-2|Q9C0J8-3,C9J8B4-1
Q9BZF3-1,reviewed,OSBPL6,Q9BZF3-1|Q9BZF3-2|Q9BZF3-3|Q9BZF3-4|Q9BZF3-5|Q9BZF3-6,
Q6UW78-1,reviewed,UQCC3,Q6UW78-1,
Q99714-1,reviewed,HSD17B10,Q99714-1|Q99714-2,Q5H928-1
Q96MU8-1,reviewed,KREMEN1,Q96MU8-1|Q96MU8-2|Q96MU8-3,H7BZ87-1
C9J6K1-1,reviewed,C19orf81,C9J6K1-1,H7BZS0-1
Q6H3X3-1,reviewed,RAET1G,Q6H3X3-1|Q6H3X3-2,C9JAK3-1
Q629K1-1,reviewed,TRIQK,Q629K1-1,E5RIT1-1
Q9NR23-1,reviewed,GDF3,Q9NR23-1,
A8MTJ3-1,reviewed,GNAT3,A8MTJ3-1,
Q9UGM3-1,reviewed,DMBT1,Q9UGM3-1|Q9UGM3-2|Q9UGM3-3|Q9UGM3-4|Q9UGM3-6|Q9UGM3-7|Q9UGM3-8|Q9UGM3-5|Q9UGM3-9,
Q8N9Y4-1,reviewed,FAM181A,Q8N9Y4-1|Q8N9Y4-2,G3V5K4-1
P30464-1,reviewed,HLA-B,P30464-1,
Q5T754-1,reviewed,LCE1F,Q5T754-1,
P51817-1,reviewed,PRKX,P51817-1,
P20265-1,reviewed,POU3F2,P20265-1|P20265-2|P20265-3,
Q15596-1,reviewed,NCOA2,Q15596-1,A0A1D5RMT0-1
Q8WVV5-1,reviewed,BTN2A2,Q8WVV5-1|Q8WVV5-2|Q8WVV5-3|Q8WVV5-4|Q8WVV5-5,F8WC65-1
Q5THJ4-1,reviewed,VPS13D,Q5THJ4-1|Q5THJ4-2,F5GX56-1
O60423-2,reviewed,ATP8B3,O60423-2|O60423-1|O60423-3,K7EJ52-1
Q9Y5I4-1,reviewed,PCDHAC2,Q9Y5I4-1|Q9Y5I4-2,
Q86UA6-1,reviewed,RPAIN,Q86UA6-1|Q86UA6-2|Q86UA6-3|Q86UA6-4|Q86UA6-5|Q86UA6-6|Q86UA6-7|Q86UA6-8|Q86UA6-9,B3KTT3-1
P49908-1,reviewed,SELENOP,P49908-1,A0A182DWH7-1
Q14541-1,reviewed,HNF4G,Q14541-1|Q14541-2,
Q9NVR7-1,reviewed,TBCCD1,Q9NVR7-1|Q9NVR7-2,C9JUE9-1
Q9NXC5-1,reviewed,MIOS,Q9NXC5-1|Q9NXC5-2,C9JUE6-1
Q31610-1,reviewed,HLA-B,Q31610-1,
Q9BRS2-1,reviewed,RIOK1,Q9BRS2-1,E9PFQ8-1
Q8WY54-1,reviewed,PPM1E,Q8WY54-1|Q8WY54-2|Q8WY54-3,
Q8TF21-1,reviewed,ANKRD24,Q8TF21-1|Q8TF21-2,M0R0N9-1
P22830-1,reviewed,FECH,P22830-1|P22830-2,K7EPN2-1
O75192-1,reviewed,PEX11A,O75192-1|O75192-2,H0YMC7-1
A0A1W2PNU3-1,unreviewed,ENSG00000284526,,A0A1W2PNU3-1
P47985-1,reviewed,UQCRFS1,P47985-1,
Q6TGC4-1,reviewed,PADI6,Q6TGC4-1,
Q86UL3-1,reviewed,GPAT4,Q86UL3-1,E5RIA1-1
Q5M7Z0-1,reviewed,RNFT1,Q5M7Z0-1|Q5M7Z0-2|Q5M7Z0-3,E9PI44-1
Q13322-1,reviewed,GRB10,Q13322-1|Q13322-2|Q13322-3|Q13322-4,C9JTW6-1
Q9H3N8-1,reviewed,HRH4,Q9H3N8-1|Q9H3N8-2,
Q15773-1,reviewed,MLF2,Q15773-1,F5H800-1
O43614-1,reviewed,HCRTR2,O43614-1,
O00526-1,reviewed,UPK2,O00526-1,
Q8IUB2-1,reviewed,WFDC3,Q8IUB2-1,F2Z2G5-1
Q9H4K1-1,reviewed,RIBC2,Q9H4K1-1,A0A087X0F7-1
Q6XPS3-1,reviewed,TPTE2,Q6XPS3-1|Q6XPS3-2|Q6XPS3-3|Q6XPS3-4|Q6XPS3-5|Q6XPS3-6|Q6XPS3-7,G3V171-1
P10768-1,reviewed,ESD,P10768-1,U3KQT1-1
Q9H6Z4-1,reviewed,RANBP3,Q9H6Z4-1|Q9H6Z4-2|Q9H6Z4-3,K7EMH9-1
Q8N165-1,reviewed,PDIK1L,Q8N165-1,X6RHF8-1
Q96FF9-1,reviewed,CDCA5,Q96FF9-1,H0YCZ9-1
P60328-1,reviewed,KRTAP12-3,P60328-1,
Q86YJ7-1,reviewed,ANKRD13B,Q86YJ7-1|Q86YJ7-2,K7ENT0-1
Q13286-1,reviewed,CLN3,Q13286-1|Q13286-2|Q13286-3|Q13286-4|Q13286-5|Q13286-6|Q13286-7,A0A1B0GW34-1
Q9UPP5-1,reviewed,KIAA1107,Q9UPP5-1|Q9UPP5-2,A0A1B0GTX7-1
P24557-1,reviewed,TBXAS1,P24557-1|P24557-2|P24557-3|P24557-4,C9JS68-1
O95918-1,reviewed,OR2H2,O95918-1,
Q9NQ60-1,reviewed,EQTN,Q9NQ60-1|Q9NQ60-2|Q9NQ60-3,
P0C7N8-1,reviewed,OR9G9,P0C7N8-1,
P29084-1,reviewed,GTF2E2,P29084-1,E5RIW4-1
Q7Z7C7-1,reviewed,STRA8,Q7Z7C7-1,
Q07812-1,reviewed,BAX,Q07812-1|Q07812-2|Q07812-3|Q07812-4|Q07812-5|Q07812-6|Q07812-7|Q07812-8,K4JQN1-1
Q8NGF9-1,reviewed,OR4X2,Q8NGF9-1,
P50748-1,reviewed,KNTC1,P50748-1|P50748-2,F5H5V0-1
Q9NWB6-1,reviewed,ARGLU1,Q9NWB6-1|Q9NWB6-2|Q9NWB6-3,X6R9F1-1
Q8WTQ1-1,reviewed,DEFB104A,Q8WTQ1-1,
Q9UMX9-1,reviewed,SLC45A2,Q9UMX9-1|Q9UMX9-2|Q9UMX9-3|Q9UMX9-4,D6RGY6-1
O43462-1,reviewed,MBTPS2,O43462-1,B9ZVQ3-1
A1L3X0-1,reviewed,ELOVL7,A1L3X0-1,D6RBR5-1
P01614-1,reviewed,IGKV2D-40,P01614-1,
Q8N3C0-1,reviewed,ASCC3,Q8N3C0-1|Q8N3C0-3|Q8N3C0-4,J3KNJ4-1
P20151-1,reviewed,KLK2,P20151-1|P20151-2|P20151-3|P20151-4,M0R0M4-1
Q9HC47-1,reviewed,CTAGE1,Q96RT6-1|Q9HC47-1,
Q8N6T3-1,reviewed,ARFGAP1,Q8N6T3-1|Q8N6T3-2|Q8N6T3-3|Q8N6T3-4|Q8N6T3-5,E5RHT6-1
Q08AE8-1,reviewed,SPIRE1,Q08AE8-1|Q08AE8-5|Q08AE8-2|Q08AE8-3|Q08AE8-4,C9JYR7-1
Q9UBM1-1,reviewed,PEMT,Q9UBM1-1|Q9UBM1-2|Q9UBM1-3,J3QLU8-1
P13640-1,reviewed,MT1G,P13640-1|P13640-2,H3BSS0-1
O75330-1,reviewed,HMMR,O75330-1|O75330-2|O75330-3|O75330-4,E5RIH2-1
Q7Z572-1,reviewed,SPATA21,Q7Z572-1|Q7Z572-2,H7C5T0-1
Q8NH04-1,reviewed,OR2T27,Q8NH04-1,
Q504T8-1,reviewed,MIDN,Q504T8-1,K7EN89-1
P0C5J1-1,reviewed,FAM86B2,P0C5J1-1,Q4KMP3-1
P04066-1,reviewed,FUCA1,P04066-1,
Q14586-1,reviewed,ZNF267,Q14586-1,H3BPW2-1
A6NIE6-1,reviewed,HGNC:37619,A6NIE6-1,
Q6P1W5-1,reviewed,C1orf94,Q6P1W5-1|Q6P1W5-2,
P26373-1,reviewed,RPL13,P26373-1|P26373-2,J3QSB4-1
Q86XP3-1,reviewed,DDX42,Q86XP3-1|Q86XP3-2,J3QRI2-1
Q9ULQ1-1,reviewed,TPCN1,Q9ULQ1-1|Q9ULQ1-2|Q9ULQ1-3,F8W1L6-1
Q86VH2-1,reviewed,KIF27,Q86VH2-1|Q86VH2-2|Q86VH2-3|Q86VH2-4,F2Z355-1
P81877-1,reviewed,SSBP2,P81877-1|P81877-2|P81877-3|P81877-4|P81877-5,D6RAC5-1
Q13127-1,reviewed,REST,Q13127-1|Q13127-2|Q13127-3|Q13127-4,L0B3M6-1
Q7Z449-1,reviewed,CYP2U1,Q7Z449-1|Q7Z449-2,E9PGH5-1
Q7KZN9-1,reviewed,COX15,Q7KZN9-1|Q7KZN9-2,
Q9NQV7-1,reviewed,PRDM9,Q9NQV7-1,A0A0U1RQY2-1
Q8TER5-1,reviewed,ARHGEF40,Q8TER5-1|Q8TER5-2|Q8TER5-3|Q8TER5-4,G3V485-1
P07919-1,reviewed,UQCRH,P07919-1,A0A087X2B9-1
Q9HAR2-1,reviewed,ADGRL3,Q9HAR2-1|Q9HAR2-2|Q9HAR2-3|Q9HAR2-4,E7EUP0-1
O77932-1,reviewed,DXO,O77932-1,F8WC68-1
Q15849-1,reviewed,SLC14A2,Q15849-1|Q15849-2,E7EPU1-1
Q6AWC8-1,reviewed,-,Q6AWC8-1,
Q9H1E1-1,reviewed,RNASE7,Q9H1E1-1,
Q9UBB5-1,reviewed,MBD2,Q9UBB5-1|Q9UBB5-3,X6RBL6-1
Q6Y288-1,reviewed,B3GLCT,Q6Y288-1,
Q9Y2E5-1,reviewed,MAN2B2,Q9Y2E5-1|Q9Y2E5-2,H0YA68-1
Q7Z2W9-1,reviewed,MRPL21,Q7Z2W9-1|Q7Z2W9-2,F5H7V8-1
Q8N141-1,reviewed,ZFP82,Q8N141-1,K7ERD5-1
Q9BQC3-1,reviewed,DPH2,Q9BQC3-1|Q9BQC3-2|Q9BQC3-3,E9PIY4-1
Q15526-1,reviewed,SURF1,Q15526-1|Q15526-2,A0A087WYS9-1
Q15653-1,reviewed,NFKBIB,Q15653-1|Q15653-2,G5E9C2-1
Q0P670-1,reviewed,SPEM2,Q0P670-1,I3L1F6-1
P51946-1,reviewed,CCNH,P51946-1,D6RG18-1
Q8N895-1,reviewed,ZNF366,Q8N895-1,D6R9P7-1
Q9Y693-1,reviewed,LHFPL6,Q9Y693-1,
P51508-1,reviewed,ZNF81,P51508-1,B1AJV1-1
Q9NY37-1,reviewed,ASIC5,Q9NY37-1,A0A0G2JLG4-1
P0DML3-1,reviewed,CSH2,P0DML3-1|P0DML3-2|P0DML3-3,
Q8IWV7-1,reviewed,UBR1,Q8IWV7-1|Q8IWV7-2,H3BUZ4-1
Q9Y5P0-1,reviewed,OR51B4,Q9Y5P0-1,
Q9Y5G0-1,reviewed,PCDHGB5,Q9Y5G0-1|Q9Y5G0-2,
A6NHY2-1,reviewed,ANKDD1B,A6NHY2-1,
Q9Y606-1,reviewed,PUS1,Q9Y606-1|Q9Y606-2,F5GY32-1
Q969H0-1,reviewed,FBXW7,Q969H0-4|Q969H0-1|Q969H0-2,S4R3N3-1
P18074-1,reviewed,ERCC2,P18074-1|P18074-2,B4E0F6-1
P01308-1,reviewed,INS,F8WCM5-1|P01308-1,A6XGL2-1
Q9H6V9-1,reviewed,LDAH,Q9H6V9-1|Q9H6V9-2|Q9H6V9-3|Q9H6V9-4,B5MCU4-1
Q2TV78-1,reviewed,HGNC:7390,Q2TV78-1|Q2TV78-2,
Q9NX58-1,reviewed,LYAR,Q9NX58-1,D6RDJ1-1
Q9Y2G4-2,reviewed,ANKRD6,Q9Y2G4-2|Q9Y2G4-1|Q9Y2G4-3|Q9Y2G4-4,E5RJ45-1
Q07075-1,reviewed,ENPEP,Q07075-1,H0YA67-1
Q9H706-1,reviewed,GAREM1,Q9H706-1|Q9H706-2|Q9H706-3,J3QRF3-1
Q9H4B0-1,reviewed,OSGEPL1,Q9H4B0-1|Q9H4B0-2|Q9H4B0-3,E5RGZ1-1
Q14003-1,reviewed,KCNC3,Q14003-1,E7ETH1-1
Q14149-1,reviewed,MORC3,Q14149-1,H0YIR5-1
Q15561-1,reviewed,TEAD4,Q15561-1|Q15561-2|Q15561-3,H0YFF9-1
P59797-1,reviewed,SELENOV,P59797-1,M0QZN9-1
Q9NYG5-1,reviewed,ANAPC11,Q9NYG5-1|Q9NYG5-2,A0A087X1B5-1
A0A075B6Z2-1,unreviewed,TRAJ56,,A0A075B6Z2-1
Q15911-1,reviewed,ZFHX3,Q15911-2|Q15911-1,
Q15392-1,reviewed,DHCR24,Q15392-1|Q15392-2,H7C4B7-1
P31941-1,reviewed,APOBEC3A,P31941-1|P31941-2,
P41146-1,reviewed,OPRL1,P41146-1|P41146-2,A0A0G2JQE4-1
A0A0C4DH68-1,reviewed,IGKV2-24,A0A0C4DH68-1,
Q3LI66-1,reviewed,KRTAP6-2,Q3LI66-1,
Q8N7S6-1,reviewed,ARIH2OS,Q8N7S6-1,
Q86WB0-1,reviewed,ZC3HC1,Q86WB0-1|Q86WB0-2|Q86WB0-3,F8WF13-1
Q16777-1,reviewed,HIST2H2AC,Q16777-1,
E7EVH7-1,unreviewed,ENSG00000256500,,E7EVH7-1
O95347-1,reviewed,SMC2,O95347-1|O95347-2,A0A0C4DGE5-1
P57088-1,reviewed,TMEM33,P57088-1,D6RAA6-1
O75354-1,reviewed,ENTPD6,O75354-1|O75354-2|O75354-3,Q5QPJ3-1
Q96B97-1,reviewed,SH3KBP1,Q96B97-1|Q96B97-2|Q96B97-3,Q5VSN0-1
Q9Y5B0-1,reviewed,CTDP1,Q9Y5B0-1|Q9Y5B0-4,A0A0A0MR03-1
P23352-1,reviewed,ANOS1,P23352-1,
Q99873-1,reviewed,PRMT1,Q99873-4|Q99873-1|Q99873-2|Q99873-3,H7C2I1-1
P82914-1,reviewed,MRPS15,P82914-1,
Q8WYR4-1,reviewed,RSPH1,Q8WYR4-1|Q8WYR4-2,
Q6S9Z5-1,reviewed,ZNF474,Q6S9Z5-1,D6RFM9-1
Q99766-1,reviewed,ATP5S,Q99766-1|Q99766-2|Q99766-3,Q8WXQ4-1
Q9UIC8-1,reviewed,LCMT1,Q9UIC8-1|Q9UIC8-2|Q9UIC8-3,I3L2Q8-1
Q9Y3P8-1,reviewed,SIT1,Q9Y3P8-1,A0A087WXW3-1
P38398-1,reviewed,BRCA1,P38398-5|P38398-1|P38398-2|P38398-3|P38398-4|P38398-6|P38398-7|P38398-8,C9IZW4-1
O15211-1,reviewed,RGL2,O15211-1|O15211-2,A2AB89-1
Q96RW7-1,reviewed,HMCN1,Q96RW7-1|Q96RW7-2|Q96RW7-3,Q5TCP6-1
B4DLN1-1,unreviewed,ENSG00000262660,,B4DLN1-1
Q9Y446-1,reviewed,PKP3,Q9Y446-1|Q9Y446-2,H0YEY5-1
Q9HCS7-1,reviewed,XAB2,Q9HCS7-1,
Q5TA78-1,reviewed,LCE4A,Q5TA78-1,
P27448-5,reviewed,MARK3,P27448-5|P27448-2|P27448-3|P27448-4|P27448-6|P27448-7|P27448-8,A0A0A0MT23-1
O43927-1,reviewed,CXCL13,O43927-1,
Q86YT9-1,reviewed,JAML,Q86YT9-1|Q86YT9-2|Q86YT9-3|Q86YT9-4,E9PLF9-1
P28066-1,reviewed,PSMA5,P28066-1|P28066-2,
Q9HD33-1,reviewed,MRPL47,Q9HD33-1|Q9HD33-2|Q9HD33-3,
P63316-1,reviewed,TNNC1,P63316-1,C9JDI3-1
Q9H1D0-1,reviewed,TRPV6,Q9H1D0-1|Q9H1D0-2,C9J9W0-1
P30480-1,reviewed,HLA-B,P30480-1,
O15357-1,reviewed,INPPL1,O15357-1|O15357-2,F5GWY9-1
B1ANH7-1,reviewed,HGNC:32062,B1ANH7-1,
Q9Y5M1-1,reviewed,HGNC:17505,Q9Y5M1-1,
A4D256-1,reviewed,HGNC:22427,A4D256-1,
Q86SY8-1,reviewed,HGNC:19842,Q86SY8-1,
Q6DRA6-1,reviewed,HGNC:20517,Q6DRA6-1,
Q6NT46-1,reviewed,GAGE2A,Q6NT46-1,
Q0VFZ6-1,reviewed,CCDC173,Q0VFZ6-1,C9JQ25-1
B7ZAP0-1,reviewed,RABGAP1L,Q5R372-2|Q5R372-1|B7ZAP0-1|Q5R372-3|Q5R372-4|Q5R372-5|Q5R372-6|Q5R372-7|Q5R372-8|Q5R372-9,A0A0U1RQT5-1
Q96RP3-1,reviewed,UCN2,Q96RP3-1,
Q96RE7-1,reviewed,NACC1,Q96RE7-1,K7ELC5-1
Q14184-1,reviewed,DOC2B,Q14184-1,A0A0G2JKH4-1
P48751-1,reviewed,SLC4A3,P48751-1|P48751-2|P48751-3,H7C1Z2-1
P30542-1,reviewed,ADORA1,P30542-1|P30542-2,A0A087X173-1
A0A0A0MTA4-1,unreviewed,TRBJ2-5,,A0A0A0MTA4-1
Q9BZJ4-1,reviewed,SLC25A39,Q9BZJ4-1|Q9BZJ4-2,K7EMW3-1
Q86VY9-1,reviewed,TMEM200A,Q86VY9-1,
Q6ZS30-2,reviewed,NBEAL1,Q6ZS30-2|Q6ZS30-1,H7BZA0-1
Q1W6H9-1,reviewed,FAM110C,Q1W6H9-1,
Q6S545-1,reviewed,POTEH,Q6S545-1|Q6S545-2,A0A087WTB9-1
Q92858-1,reviewed,ATOH1,Q92858-1,
Q7Z3B4-1,reviewed,NUP54,Q7Z3B4-1|Q7Z3B4-2|Q7Z3B4-3,D6RB65-1
Q5TI25-1,reviewed,NBPF14,Q5TI25-1,A0A087WYI5-1
Q9NZ94-1,reviewed,NLGN3,Q9NZ94-1|Q9NZ94-2|Q9NZ94-3,A0A087WW27-1
Q8N7R7-1,reviewed,CCNYL1,Q8N7R7-1|Q8N7R7-2|Q8N7R7-3,H7BZD2-1
Q9Y5E2-1,reviewed,PCDHB7,Q9Y5E2-1,
Q15121-1,reviewed,PEA15,Q15121-1|Q15121-2,B1AKZ5-1
O14879-1,reviewed,IFIT3,O14879-1,
Q96JB5-1,reviewed,CDK5RAP3,Q96JB5-1|Q96JB5-2|Q96JB5-3|Q96JB5-4,J3QS62-1
Q53H96-1,reviewed,PYCR3,Q53H96-1|Q53H96-2,A0A087WTU2-1
A0A0G2JPC4-1,unreviewed,ENSG00000274707,,A0A0G2JPC4-1
Q9UJ71-1,reviewed,CD207,Q9UJ71-1,
Q6P2C0-1,reviewed,WDR93,Q6P2C0-1|Q6P2C0-2,B4E3E2-1
A0A0J9YXE9-1,unreviewed,TRBV5-4,,A0A0J9YXE9-1
